texts,pm,pp,np
结婚证发证程序不合法 - 结婚不成立 - 发生性行为生育8个孩子 - QJ罪成立,负向,0.0023,0.9977
追诉讼时效这个词还是很多年前看的一个电视剧，受害者家属最后都没能等到，,负向,0.0045,0.9955
所以保护妇女儿童权益是说说而已吧,负向,0.0428,0.9572
error,error,error,error
被拐卖的人失去了人身自由，如何追诉？都没有追诉的条件，怎么谈得上过了追诉期？,负向,0.0033,0.9967
如果没有结婚证会怎么判呢？,负向,0.0394,0.9606
转发微博,正向,0.9597,0.0403
他们的孩子，以及小花梅如何安置呢？,负向,0.3643,0.6357
不是犯罪在持续中吗,负向,0.0014,0.9986
error,error,error,error
唉,负向,0.002,0.998
法律需要完善。,负向,0.0593,0.9407
不懂就问，为啥要设置诉讼时效，目的是为啥？,负向,0.0002,0.9998
非法拘禁下的性行为就是强奸,负向,0.0279,0.9721
该,负向,0.2888,0.7112
真是友好国度呀,正向,0.9725,0.0275
//@夏之夏之:问就是强奸俩字烫嘴,负向,0.0547,0.9453
老师，结婚证不是作假的，为什么不能被认定为强奸罪,负向,0.0519,0.9481
error,error,error,error
失望,负向,0.0008,0.9992
6,正向,0.9554,0.0446
好气！！！！,正向,0.7141,0.2859
哎！,负向,0.0008,0.9992
法治369,正向,0.9825,0.0175
掐指一算，拐卖囚禁虐待强奸一个女人判九年，但剪掉男人多余的小线头十天＋200元，看来女人如果不想被折磨到精神分裂，就应该随身带刀，随时做好准备剪线头,负向,0.0015,0.9985
强奸一次是强奸，强奸二十多年就是婚姻啦，可真棒,负向,0.432,0.568
关键是法院认为他们是合法夫妻,负向,0.1139,0.8861
是呀，买卖妇女儿童应该同步追责。,负向,0.0157,0.9843
而且就算被追究了也就三年,负向,0.0014,0.9986
铁链女根本就不是小花梅，敢深入调查吗？,负向,0.0004,0.9996
刑罚只是她被囚禁的时间一半🤐,负向,0.1673,0.8327
“小花梅”的近况谁知道？,负向,0.1479,0.8521
唉,负向,0.002,0.998
“虐待家庭成员罪”怎么就成了家庭成员了！ 强奸罪呢？,负向,0.0003,0.9997
关于妇女儿童的所有相关法律是不是该改改了！就是不与时俱进才有犯罪分子有恃无恐！,负向,0.0419,0.9581
这就是现状。买个女性，只要别打太狠，关稳别跑了，时间够久，就是国家承认的老婆了，法律责任？不存在的！所以市场会一直有的，女孩子一直有危险。国骂*3！！！,负向,0.0007,0.9993
唉,负向,0.002,0.998
感觉也是有地方保护主义，拐卖妇女地域性也存在很大问题。,负向,0.0449,0.9551
给他拴上铁链！关到猪圈里,负向,0.3443,0.6557
。。。,负向,0.1307,0.8693
能不能死啊服了,负向,0.0004,0.9996
离婚冷静期，谁先提出的？,负向,0.0005,0.9995
判刑的共情罪犯是这样的，很多案子判出来说没共情罪犯我真的不信。。。,负向,0.0069,0.9931
就这样，还敢提生育率，都不把女人当人看,负向,0.0,1.0
人口贩子，强奸犯看了都在笑！原来还可以这样判。。。,负向,0.0016,0.9984
难道不可判强j罪么,负向,0.0013,0.9987
判这么轻，鼓励买卖人口是吧,负向,0.0108,0.9892
张三啊求你了，抓紧点努努力，这样的犯罪成本真的太低了，普法和完善法律都要抓啊……,负向,0.0005,0.9995
被拐卖妇女的现状……,负向,0.1219,0.8781
买卖一只大熊猫比买卖人口判的重！！,负向,0.0037,0.9963
艹,正向,0.5713,0.4287
以后放出来继续伤害怎么办？后续的保护才最重要，巴不得他在狱里蹲到死！,负向,0.0009,0.9991
谁不是女人生的……可是真的尊重女人吗？？！？,负向,0.0003,0.9997
犯罪成本真低啊,负向,0.0106,0.9894
和精神不正常无法自主的人结婚有法律效应吗    好无语啊   为啥有结婚证就不算强奸  就算婚内强奸也是强奸啊……   无力感😔,负向,0.0002,0.9998
哎,负向,0.001,0.999
@甜甜桢,正向,0.9902,0.0098
张老师，您有机会提修改法律的建议吗？感觉女性不被保护的条款太多了,负向,0.0465,0.9535
支持买卖同罪,正向,0.6353,0.3647
@吴悲喜,正向,0.9727,0.0273
九年还不够她生八个孩子的我ctm,负向,0.0412,0.9588
法律为何一直不完善,负向,0.0053,0.9947
毁人一生,负向,0.0001,0.9999
法律有时讲的是效率第一，而不是公平第一,负向,0.0009,0.9991
如果按照后代数量来判定生物的成功，那么这个人属实让人羡慕。另外说一句法律有时真厉害,中性,0.4777,0.5223
呵呵,正向,0.8676,0.1324
买卖保护动物十年，买卖人口3年，人不如狗？,负向,0.0041,0.9959
等着私刑泛滥吧,负向,0.0238,0.9762
90％的人养 活了10％不 劳而获的人，然后这10％的人绞尽脑汁不断的去设计各种规矩，来限制控制这90％的人，而这90％的人存在的目的，就是为了让那10％的人活得更好，而且还要对他们千恩万谢感恩戴德。  等到人工智能全部取代人的劳动那一天，多余的人只能送到动物园里去圈养……这就是他们的道德。,负向,0.0145,0.9855
没明白，那个时代，她超生这么多，为啥计生部门不予调查？也无人因此担责！,负向,0.0003,0.9997
被强迫的婚姻是不是无效?,负向,0.0008,0.9992
谁说这样的事今后不会发生？,负向,0.0001,0.9999
为什么不算强奸罪，这样的婚姻还属实？结了婚犯罪程度就降低是吧，结婚了干什么都行是吧，婚育率降低都是应得的,负向,0.0,1.0
“谁会放着好好的日子不过呢！嫁给我了不就是我老婆，我们好好过日子吧”,中性,0.4929,0.5071
他这样子的婚姻是合法的吗？为什么按照“家庭”的关系来判？这成立的话不就是“打样”吗,负向,0.0003,0.9997
为什么没有强奸罪呢，即便收买妇女可以认定为家庭成员，婚内违背妇女意志也是强奸吧,负向,0.0039,0.9961
违背妇女意志的行为为什么不算强奸。。。,负向,0.0004,0.9996
令人感叹，法已经能做到其所做的了……,正向,0.7855,0.2145
为什么拐卖女性只有三年啊🙉我真的不懂🙉女性不是人吗,负向,0.0009,0.9991
一人犯罪，子女后代都受影响，本人过了追诉期却不予追究，感觉好不公平,负向,0.0025,0.9975
不管是真疯还是装疯，疯了就麻木了，也就能行尸走肉的活着了，不清醒也是好事,负向,0.0066,0.9934
宁做被告不做原告。放火烧屋强过做生育机器,负向,0.0029,0.9971
至少这个案子里司法和行政已经尽最大努力了，从事前介入到追诉犯罪到事后的配套安置措施。只是现实中沉默隐匿的其他小花梅的境遇和加害者们的行径远无法靠一纸判决和司法实践来改变，路漫漫其修远兮，但就这一整件事的发展和结局也算一个阶段性进步，至少确实是改善了一位妇女和她孩子们的生活处境。,负向,0.4217,0.5783
犯罪的人我就不认为他有悔改的心，尤其是那种会让人产生快感的犯罪行为。,负向,0.4238,0.5762
其实很多时候诉讼时效制度作为一种基本的抗辩没有在普法的过程中广而告之，这一点是有待商榷的。在普法的过程中对实质正义的追求远大于对程序正义追求的力度，占据财物、侵害权利、盗版作品，都是侵犯当事人合法权利的行为，但仅以一句经过诉讼时效作为抗辩，那为什么不早在地铁宣传栏里说有这回事？,负向,0.0009,0.9991
分析的细致周全,正向,0.9999,0.0002
唉，如果从严从重也只能这样了，那么法律该改了。,负向,0.0003,0.9997
不是那啥  收买后又卖出的，以拐卖定罪,负向,0.0016,0.9984
如果不能买卖同罪，就不可能从根源上杜绝此类事件，法律应该不断完善！,负向,0.0001,0.9999
唉！,负向,0.0011,0.9989
密切关注，🙏🙏🙏🙏🙏,正向,0.87,0.13
生活本就不公平，法律也只能约束敬畏之心 害@ws957,负向,0.0006,0.9994
孙海洋那个案子也判不了几年，法律,负向,0.0163,0.9837
可悲可恨,负向,0.0009,0.9991
第三次的收买人，错别字,正向,0.9303,0.0697
专业,正向,0.9996,0.0004
转发微博,正向,0.9597,0.0403
那就规定拐卖罪没有追诉期，永久有效，不是说追诉期世界上都承认就应该躺平,负向,0.0006,0.9994
拐卖妇女，强奸，虐待她20多年，生八个孩子才九年。 助长犯罪。九年合理吗？,负向,0.0001,0.9999
支持大巨,正向,0.9997,0.0003
嗯,正向,0.642,0.358
本纳税人表示，不怕多花点社会资源,负向,0.0029,0.9971
转发微博,正向,0.9597,0.0403
所以现在急需把拐卖最高刑提高到死刑！,负向,0.0586,0.9414
这种都得死才能扼制,负向,0.0039,0.9961
所以为啥没判强奸啊，因为比虐待刑期低且只能二选一吗有没有课代表,负向,0.0021,0.9979
为什么这个婚姻能合法啊，我不理解，最开始连身份证都是造假的怎么就能结婚登记了,负向,0.0006,0.9994
学到了一些法律知识，希望永远用不上。 再次感叹，一个女孩要健康平安长大真的很不容易啊。,负向,0.0739,0.9261
人坏的很坏,负向,0.0339,0.9661
个人感觉针对拐卖的立法思路过于机械化：多大多数被拐卖的是出生不久到处于懵懂时期的年幼小孩，等长大到约18岁以后，很快追诉期就过去了…,负向,0.1397,0.8603
可是董也没有强奸罪，那又是为什么呢？有一些想不通,负向,0.0038,0.9961
令我感慨，98年8月的结婚证是小花梅真实意思表示吗？那个结婚证是怎么来的呢？如果没有那张结婚证，董某某的行为能否构成强奸（加重）呢？果然，人的道德感不能太高。,负向,0.0164,0.9836
写的不错，没白关注,中性,0.4826,0.5174
董的强奸罪呢,负向,0.384,0.616
看到别的博主发的：虐待罪只适用于家庭成员，但是明明结婚证是假的为什么适用呀？因为被诱拐后长期一起生活所以算？,负向,0.0129,0.9871
也不知道现在人怎么样了,负向,0.0997,0.9003
丰县当时也是前后几次通报，咬死没有拐卖，公信力直接gg.,负向,0.1354,0.8646
error,error,error,error
关注,正向,0.9993,0.0007
深度剖析！,正向,0.9399,0.0601
今天，。,正向,0.6471,0.3529
转发微博,正向,0.9597,0.0403
转发微博,正向,0.9597,0.0403
权威专家解读丰县女子案,负向,0.407,0.593
转发微博,正向,0.9597,0.0403
转发微博,正向,0.9597,0.0403
【？】,负向,0.01,0.99
转发微博,正向,0.9597,0.0403
转发微博,正向,0.9597,0.0403
@陇原政法 @庆阳政法 @中国长安网,正向,0.8714,0.1286
看看办案水平，法律可不是闹着玩的,负向,0.0015,0.9985
转发微博,正向,0.9597,0.0403
违法必究！,负向,0.0008,0.9992
请大家关注一下湾鳄小河，台湾邱爷爷赠与大陆的世界最大圈养湾鳄，中非世野动物园已经快故意把小河养死了，这个私人动物园环境极差，所有动物都瘦骨嶙峋脱相，堪称中国孟菲斯动物园，请大家关注一下！🙏,负向,0.0051,0.9949
非常气愤,负向,0.0007,0.9993
这就是我为什么讨厌那些动不动就劝别人去宽恕的人,负向,0.0019,0.9981
关注,正向,0.9993,0.0007
判,负向,0.0397,0.9603
详细解读。,正向,0.9604,0.0396
转,正向,0.9908,0.0092
转发,正向,0.7407,0.2593
关注,正向,0.9993,0.0007
关注,正向,0.9993,0.0007
@巨山神_: 博友们都知道女子一句“草包书记”被行拘这个事件，我的这个事件和女子一句“草包书记”被行拘差不多啊。我反映墓地路占用基本农田，阻断田间排水河道，造成年年水灾，农作物绝收，说处理问题的官员“睁着眼睛说瞎话”，江苏徐州邳州市公安局占城派出所说我侮辱占城镇党委书记，被拘留5天！,负向,0.0001,0.9999
我觉得多少有些侮辱出生，它们可连出生都不如,负向,0.0019,0.9981
竟然五年就不追责惹,负向,0.0107,0.9893
1、不属于婚姻撤销法定事由。2、虐待罪不建立在婚姻上，建立在共同生活的家庭成员上。3、没有显示强奸罪犯罪构成。你说的这些问题，确实需要当地行政机关好好反思的,负向,0.0562,0.9438
终于可以在阳光之下光明正大地讨论这件事了,正向,0.9759,0.0241
没判强奸罪为什么不判收买罪加上后罪（虐待、强奸），然后数罪并罚...,负向,0.0003,0.9997
“虐待家庭成员”，呵呵,负向,0.0072,0.9928
收买被拐卖的妇女，属于刑事违法行为。与被拐卖妇女结婚婚姻无效。,负向,0.0006,0.9994
好事,正向,0.9998,0.0002
可能那边类似的事情太多，根本管不过来，真是恐怖,负向,0.0013,0.9987
转发微博,正向,0.9597,0.0403
请教：受害者如何扶养八个孩子，孩子以后该如何面对自己的身世,负向,0.0141,0.9859
至少用烧红的铁棍捅八年,负向,0.3872,0.6128
应该死刑,负向,0.0179,0.9821
才九年，都不够生八个孩子,负向,0.0093,0.9907
希望“舆情”可以推动法律进步,负向,0.2082,0.7918
1个女人+八个孩子+低保+房子，九年牢就换来了。,负向,0.0496,0.9504
按照虐待罪处理就是默认拐卖来的婚姻是合法婚姻喽,负向,0.3687,0.6313
董志民难道不是性质特别恶劣的强奸吗,负向,0.0003,0.9997
她在什么状态下怀孕十月生下8个小孩，光生娃就 6年多时间,正向,0.755,0.245
中国还有很长的路要走 千万别一天天地觉得自己了不起了！！！,负向,0.2175,0.7825
总觉得判的轻了,负向,0.1198,0.8802
小花梅的一生被毁了！恶人才被判了短短的几年。,负向,0.0008,0.9992
把伤害她的人狠判刑，,负向,0.0008,0.9992
是徐州市，江苏不想被代表，太丢人了,负向,0.0005,0.9995
！,正向,0.7652,0.2348
应该死刑,负向,0.0179,0.9821
太轻了,负向,0.0018,0.9982
error,error,error,error
TM才判九年。拐卖一只大熊猫都得10年以上。扯淡的法律。如何服众。正义在哪儿呢,负向,0.0,1.0
@L盐焗干巴 @乱七八糟的绿皮西瓜,负向,0.0273,0.9727
精神分裂症还有救吗？我也精神分裂症。,负向,0.009,0.991
她是李莹,正向,0.7128,0.2872
error,error,error,error
可怜的女人,负向,0.0007,0.9993
董志民的虐待行为致小花梅人身健康遭受重大伤害，然而，董确实判的最轻的,负向,0.0659,0.9341
error,error,error,error
我关心的是几个孩子怎么办？,负向,0.0146,0.9854
